Arslan Senki (TV): Fuujin Ranbu (2016),/r/AnimeThemes/wiki/2016#wiki_arslan_senki_.28tv.29.3A_fuujin_ranbu
Arte (2020),/r/AnimeThemes/wiki/2020#wiki_arte
Asa made Jugyou Chu! (2012),/r/AnimeThemes/wiki/2012#wiki_asa_made_jugyou_chu.21
Asagao to Kase-san. (2018),/r/AnimeThemes/wiki/2018#wiki_asagao_to_kase-san.
Asatir: Mirai no Mukashibanashi (2020),/r/AnimeThemes/wiki/2020#wiki_asatir.3A_mirai_no_mukashibanashi
Asatte no Houkou. (2006),/r/AnimeThemes/wiki/2006#wiki_asatte_no_houkou.
Ashita no Joe (70s),/r/AnimeThemes/wiki/70s#wiki_ashita_no_joe
Ashita no Joe 2 (80s),/r/AnimeThemes/wiki/80s#wiki_ashita_no_joe_2
Ashita no Nadja (2003),/r/AnimeThemes/wiki/2003#wiki_ashita_no_nadja
Ashita Sekai ga Owaru toshitemo (2019),/r/AnimeThemes/wiki/2019#wiki_ashita_sekai_ga_owaru_toshitemo
Asobi Asobase (2018),/r/AnimeThemes/wiki/2018#wiki_asobi_asobase
Asobi ni Iku yo! (2010),/r/AnimeThemes/wiki/2010#wiki_asobi_ni_iku_yo.21
Assassins Pride (2019),/r/AnimeThemes/wiki/2019#wiki_assassins_pride
Assault Lily: Bouquet (2020),/r/AnimeThemes/wiki/2020#wiki_assault_lily.3A_bouquet
Astarotte no Omocha! (2011),/r/AnimeThemes/wiki/2011#wiki_astarotte_no_omocha.21
Astroganger (70s),/r/AnimeThemes/wiki/70s#wiki_astroganger
Asu no Yoichi! (2009),/r/AnimeThemes/wiki/2009#wiki_asu_no_yoichi.21
Asura Cryin' (2009),/r/AnimeThemes/wiki/2009#wiki_asura_cryin.27
Asura Cryin' 2 (2009),/r/AnimeThemes/wiki/2009#wiki_asura_cryin.27_2
Atasha Kawajiri Kodama Da yo: Dangerous Lifehacker no Tadareta Seikatsu (2022),/r/AnimeThemes/wiki/2022#wiki_atasha_kawajiri_kodama_da_yo.3A_dangerous_lifehacker_no_tadareta_seikatsu
Atom: The Beginning (2017),/r/AnimeThemes/wiki/2017#wiki_atom.3A_the_beginning
Attack No.1 (70s),/r/AnimeThemes/wiki/70s#wiki_attack_no.1
Aura Battler Dunbine (80s),/r/AnimeThemes/wiki/80s#wiki_aura_battler_dunbine
Avenger (2003),/r/AnimeThemes/wiki/2003#wiki_avenger
Aware! Meisaku-kun (2016),/r/AnimeThemes/wiki/2016#wiki_aware.21_meisaku-kun
Ayakashi (2008),/r/AnimeThemes/wiki/2008#wiki_ayakashi
Ayakashi: Japanese Classic Horror (2006),/r/AnimeThemes/wiki/2006#wiki_ayakashi.3A_japanese_classic_horror
Azumanga Daioh (2002),/r/AnimeThemes/wiki/2002#wiki_azumanga_daioh
